star_id,ccd_num,imageid,zone,ra,dec,mag,x_pix,y_pix,ra_err,dec_err,x,y,z,flux,flux_err,normmag,flag,background,threshold,mag_err,ellipticity,class_star,orig_catid,timestamp
ref_2_91831,2,974,3480,242.9848,9.6667,15.4714,2953.6656,1948.9052,0.014,0.5822,0.2271132662648966,0.3933717162437195,-0.8908862200898389,0.0,0.0173,0.3312,0.9909,0.1189,0.7981,0.525,0.8525,0.8288,91831,36855
ref_2_91831,2,975,3480,242.9848,9.6667,15.6754,2953.6656,1948.9052,0.8656,0.2735,0.2271132662648966,0.3933717162437195,-0.8908862200898389,0.0,0.7799,0.8378,0.372,0.4762,0.5717,0.3025,0.4421,0.1575,91831,36870
ref_2_78861,2,970,3142,243.6451,8.7291,16.0691,3157.7993,1661.7591,0.6199,0.614,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.9274,0.702,0.1429,0.8998,0.4466,0.2065,0.5504,0.0911,78861,36792
ref_2_78861,2,971,3142,243.6451,8.7291,16.7224,3157.7993,1661.7591,0.743,0.3458,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.8413,0.531,0.5857,0.4777,0.4615,0.2075,0.9397,0.1235,78861,36809
ref_2_78861,2,972,3142,243.6451,8.7291,15.3475,3157.7993,1661.7591,0.1856,0.1293,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.0965,0.8182,0.4161,0.3108,0.7522,0.1928,0.7914,0.9544,78861,36823
ref_2_78861,2,973,3142,243.6451,8.7291,17.5437,3157.7993,1661.7591,0.223,0.3968,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.1386,0.2026,0.9759,0.4325,0.9037,0.953,0.0182,0.4,78861,36839
ref_2_78861,2,974,3142,243.6451,8.7291,16.7212,3157.7993,1661.7591,0.1424,0.181,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.4614,0.415,0.9995,0.4514,0.5841,0.6062,0.1348,0.873,78861,36855
ref_2_78861,2,975,3142,243.6451,8.7291,16.4807,3157.7993,1661.7591,0.691,0.426,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.2904,0.2567,0.7077,0.932,0.157,0.342,0.0964,0.738,78861,36870
ref_2_78861,2,976,3142,243.6451,8.7291,15.1398,3157.7993,1661.7591,0.4125,0.0719,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.3687,0.3339,0.0855,0.68,0.9749,0.8887,0.5888,0.2078,78861,36886
ref_2_78861,2,977,3142,243.6451,8.7291,17.1089,3157.7993,1661.7591,0.807,0.8346,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.2742,0.6792,0.8337,0.0614,0.9482,0.5179,0.7055,0.3819,78861,36902
ref_2_78861,2,978,3142,243.6451,8.7291,16.6174,3157.7993,1661.7591,0.734,0.9726,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.6902,0.3431,0.809,0.275,0.0879,0.979,0.2045,0.4522,78861,36917
ref_2_78861,2,979,3142,243.6451,8.7291,16.3254,3157.7993,1661.7591,0.9733,0.9455,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.9286,0.6605,0.2392,0.749,0.2184,0.6579,0.6558,0.2179,78861,36933
ref_2_78861,2,980,3142,243.6451,8.7291,17.149,3157.7993,1661.7591,0.163,0.4191,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.7152,0.2978,0.4838,0.6535,0.6004,0.0914,0.4648,0.2552,78861,36949
ref_2_78861,2,981,3142,243.6451,8.7291,16.8539,3157.7993,1661.7591,0.2444,0.6334,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.192,0.6408,0.5529,0.1155,0.2274,0.0495,0.9685,0.8845,78861,36965
ref_2_78861,2,982,3142,243.6451,8.7291,17.0832,3157.7993,1661.7591,0.3298,0.2651,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.09,0.2441,0.5089,0.9354,0.9903,0.6603,0.1623,0.5617,78861,36980
ref_2_78861,2,983,3142,243.6451,8.7291,16.7996,3157.7993,1661.7591,0.7733,0.1324,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.9881,0.85,0.9792,0.1009,0.8976,0.7379,0.055,0.2331,78861,36995
ref_2_78861,2,984,3142,243.6451,8.7291,16.5146,3157.7993,1661.7591,0.3337,0.7853,0.0617830453351901,0.4396092101346952,-0.8960617153264943,0.0,0.1591,0.0567,0.1096,0.4296,0.6975,0.6975,0.6512,0.8124,78861,37010
ref_2_144701,2,970,5086,234.1339,14.1282,16.1938,286.8227,3341.9902,0.3914,0.2963,-0.4069955508603591,-0.4214562304937903,-0.8103883435476092,0.0,0.4646,0.6493,0.1206,0.9971,0.3862,0.8812,0.2404,0.0105,144701,36792
ref_2_144701,2,971,5086,234.1339,14.1282,16.4389,286.8227,3341.9902,0.8989,0.8298,-0.4069955508603591,-0.4214562304937903,-0.8103883435476092,0.0,0.9432,0.0103,0.7297,0.7854,0.9002,0.5062,0.1288,0.5879,144701,36809
ref_2_144701,2,972,5086,234.1339,14.1282,15.2883,286.8227,3341.9902,0.7581,0.2186,-0.4069955508603591,-0.4214562304937903,-0.8103883435476092,0.0,0.2552,0.2374,0.1277,0.5212,0.2647,0.5543,0.1955,0.6644,144701,36823
ref_2_144701,2,973,5086,234.1339,14.1282,15.9055,286.8227,3341.9902,0.6723,0.6119,-0.4069955508603591,-0.4214562304937903,-0.8103883435476092,0.0,0.484,0.7359,0.1265,0.3563,0.8531,0.351,0.1518,0.0697,144701,36839
ref_2_144701,2,974,5086,234.1339,14.1282,15.8005,286.8227,3341.9902,0.7925,0.588,-0.4069955508603591,-0.4214562304937903,-0.8103883435476092,0.0,0.9756,0.4228,0.1695,0.3991,0.1998,0.332,0.8054,0.0832,144701,36855
ref_2_144701,2,975,5086,234.1339,14.1282,15.8256,286.8227,3341.9902,0.772,0.9658,-0.4069955508603591,-0.4214562304937903,-0.8103883435476092,0.0,0.1065,0.3594,0.4856,0.7102,0.6652,0.5858,0.4682,0.6967,144701,36870
ref_2_144701,2,976,5086,234.1339,14.1282,16.4322,286.8227,3341.9902,0.2675,0.6406,-0.4069955508603591,-0.4214562304937903,-0.8103883435476092,0.0,0.8448,0.1309,0.8715,0.7386,0.3995,0.1393,0.7248,0.7879,144701,36886
ref_2_144701,2,977,5086,234.1339,14.1282,16.5951,286.8227,3341.9902,0.7341,0.1359,-0.4069955508603591,-0.4214562304937903,-0.8103883435476092,0.0,0.4355,0.0648,0.2829,0.7843,0.827,0.9657,0.1248,0.0268,144701,36902
ref_2_144701,2,978,5086,234.1339,14.1282,16.3761,286.8227,3341.9902,0.5784,0.9804,-0.4069955508603591,-0.4214562304937903,-0.8103883435476092,0.0,0.214,0.6804,0.2589,0.2882,0.2958,0.9658,0.379,0.8603,144701,36917
ref_2_27271,2,970,1851,241.674,5.1432,15.6654,2562.4872,550.1818,0.0054,0.9187,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.7153,0.2468,0.4519,0.9746,0.056,0.6426,0.8856,0.0687,27271,36792
ref_2_27271,2,971,1851,241.674,5.1432,16.4926,2562.4872,550.1818,0.5192,0.0587,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.8141,0.5648,0.5016,0.7507,0.8925,0.8321,0.2176,0.9117,27271,36809
ref_2_27271,2,972,1851,241.674,5.1432,16.2927,2562.4872,550.1818,0.7549,0.179,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.2636,0.6215,0.6247,0.0264,0.7934,0.3975,0.6521,0.2667,27271,36823
ref_2_27271,2,973,1851,241.674,5.1432,14.87,2562.4872,550.1818,0.6206,0.8454,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.1827,0.1088,0.6149,0.5613,0.0535,0.5306,0.625,0.2414,27271,36839
ref_2_27271,2,974,1851,241.674,5.1432,14.9982,2562.4872,550.1818,0.5134,0.6003,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.1119,0.3022,0.4746,0.7622,0.0973,0.063,0.2662,0.7466,27271,36855
ref_2_27271,2,975,1851,241.674,5.1432,16.2958,2562.4872,550.1818,0.6599,0.8361,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.3093,0.8223,0.3179,0.0912,0.374,0.9025,0.8692,0.9519,27271,36870
ref_2_27271,2,976,1851,241.674,5.1432,15.4868,2562.4872,550.1818,0.2235,0.5045,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.6434,0.2028,0.5199,0.821,0.432,0.5024,0.2545,0.3142,27271,36886
ref_2_27271,2,977,1851,241.674,5.1432,15.9386,2562.4872,550.1818,0.0149,0.1384,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.3916,0.0994,0.7611,0.9894,0.2979,0.618,0.5594,0.8668,27271,36902
ref_2_27271,2,978,1851,241.674,5.1432,16.9178,2562.4872,550.1818,0.1798,0.2337,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.3859,0.1136,0.8833,0.0903,0.5594,0.0034,0.7955,0.2047,27271,36917
ref_2_27271,2,979,1851,241.674,5.1432,16.0986,2562.4872,550.1818,0.0023,0.6161,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.2075,0.2144,0.4406,0.501,0.0273,0.7239,0.4813,0.4779,27271,36933
ref_2_27271,2,980,1851,241.674,5.1432,16.59,2562.4872,550.1818,0.5866,0.0114,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.8044,0.7199,0.7511,0.2491,0.5382,0.5252,0.5235,0.7128,27271,36949
ref_2_27271,2,981,1851,241.674,5.1432,17.0422,2562.4872,550.1818,0.05,0.3986,-0.2986050305207514,-0.3687465031171356,-0.8802619224904513,0.0,0.5113,0.247,0.8282,0.5647,0.8863,0.4935,0.2119,0.6757,27271,36965
ref_2_153051,2,970,5285,241.1678,14.6815,15.0288,2396.2931,3492.0796,0.7918,0.1901,0.203806141635683,0.437063681180078,-0.8760356129889326,0.0,0.3159,0.4344,0.3052,0.5227,0.0971,0.7054,0.1166,0.3198,153051,36792
ref_2_153051,2,971,5285,241.1678,14.6815,16.0492,2396.2931,3492.0796,0.735,0.1094,0.203806141635683,0.437063681180078,-0.8760356129889326,0.0,0.2622,0.3564,0.8722,0.7732,0.0537,0.113,0.0879,0.3274,153051,36809
ref_2_153051,2,972,5285,241.1678,14.6815,16.6726,2396.2931,3492.0796,0.7503,0.9354,0.203806141635683,0.437063681180078,-0.8760356129889326,0.0,0.4058,0.8331,0.9302,0.4404,0.6456,0.1699,0.6705,0.2436,153051,36823
ref_2_153051,2,973,5285,241.1678,14.6815,16.074,2396.2931,3492.0796,0.582,0.4557,0.203806141635683,0.437063681180078,-0.8760356129889326,0.0,0.5741,0.6834,0.7154,0.253,0.9264,0.5841,0.3098,0.5817,153051,36839
ref_2_153051,2,974,5285,241.1678,14.6815,16.3153,2396.2931,3492.0796,0.4542,0.8662,0.203806141635683,0.437063681180078,-0.8760356129889326,0.0,0.3133,0.3803,0.8035,0.7392,0.3349,0.2225,0.278,0.7214,153051,36855
ref_2_153051,2,975,5285,241.1678,14.6815,16.481,2396.2931,3492.0796,0.5379,0.3007,0.203806141635683,0.437063681180078,-0.8760356129889326,0.0,0.4693,0.8929,0.9632,0.8555,0.5466,0.6022,0.4951,0.8378,153051,36870
ref_2_153051,2,976,5285,241.1678,14.6815,16.4707,2396.2931,3492.0796,0.9015,0.5344,0.203806141635683,0.437063681180078,-0.8760356129889326,0.0,0.5976,0.5501,0.9518,0.1895,0.4145,0.5665,0.5375,0.1134,153051,36886
ref_2_153051,2,977,5285,241.1678,14.6815,15.3394,2396.2931,3492.0796,0.3881,0.0819,0.203806141635683,0.437063681180078,-0.8760356129889326,0.0,0.3427,0.1215,0.9915,0.6264,0.9761,0.8516,0.7411,0.4589,153051,36902
ref_2_153051,2,978,5285,241.1678,14.6815,15.6307,2396.2931,3492.0796,0.1176,0.9311,0.203806141635683,0.437063681180078,-0.8760356129889326,0.0,0.8361,0.9757,0.21,0.867,0.0722,0.1706,0.3621,0.2601,153051,36917
ref_2_118411,2,970,4306,237.5323,11.9632,12.8923,1303.8178,2655.1135,0.021,0.7136,-0.5208785568526358,0.129869610303903,-0.8436939097389691,0.0,0.8629,0.3786,0.34,0.8356,0.6405,0.9672,0.7953,0.9974,118411,36792
ref_2_118411,2,971,4306,237.5323,11.9632,13.1833,1303.8178,2655.1135,0.1561,0.7652,-0.5208785568526358,0.129869610303903,-0.8436939097389691,0.0,0.778,0.1407,0.8287,0.3814,0.7801,0.7984,0.1697,0.0828,118411,36809
ref_2_118411,2,972,4306,237.5323,11.9632,13.2956,1303.8178,2655.1135,0.6116,0.2417,-0.5208785568526358,0.129869610303903,-0.8436939097389691,0.0,0.6259,0.3121,0.8987,0.8863,0.4472,0.226,0.1795,0.5211,118411,36823
ref_2_118411,2,973,4306,237.5323,11.9632,13.6972,1303.8178,2655.1135,0.4759,0.6071,-0.5208785568526358,0.129869610303903,-0.8436939097389691,0.0,0.1815,0.7674,0.4437,0.5526,0.9288,0.1266,0.7451,0.4143,118411,36839
ref_2_118411,2,974,4306,237.5323,11.9632,13.0845,1303.8178,2655.1135,0.9211,0.6188,-0.5208785568526358,0.129869610303903,-0.8436939097389691,0.0,0.9586,0.641,0.9346,0.2392,0.9517,0.2632,0.1454,0.9046,118411,36855
ref_2_118411,2,975,4306,237.5323,11.9632,13.391,1303.8178,2655.1135,0.4721,0.3596,-0.5208785568526358,0.129869610303903,-0.8436939097389691,0.0,0.3109,0.0626,0.5802,0.677,0.1788,0.3905,0.3716,0.0832,118411,36870
ref_2_118411,2,976,4306,237.5323,11.9632,13.4668,1303.8178,2655.1135,0.7426,0.054,-0.5208785568526358,0.129869610303903,-0.8436939097389691,0.0,0.3182,0.6095,0.7589,0.3008,0.5368,0.347,0.8314,0.8066,118411,36886
ref_2_132701,2,970,4692,235.1407,13.0345,15.584,585.5122,2996.0667,0.7236,0.6224,-0.5590729392126429,-0.1188346216817956,-0.8205582132486889,0.0,0.4357,0.9174,0.1527,0.1078,0.3925,0.8361,0.0581,0.1129,132701,36792
ref_2_132701,2,971,4692,235.1407,13.0345,16.3625,585.5122,2996.0667,0.5424,0.683,-0.5590729392126429,-0.1188346216817956,-0.8205582132486889,0.0,0.1752,0.2155,0.4113,0.2403,0.0912,0.6145,0.2102,0.9006,132701,36809
ref_2_132701,2,972,4692,235.1407,13.0345,15.5638,585.5122,2996.0667,0.0493,0.9127,-0.5590729392126429,-0.1188346216817956,-0.8205582132486889,0.0,0.5999,0.4209,0.0776,0.1128,0.0726,0.0536,0.2967,0.1007,132701,36823
ref_2_132701,2,973,4692,235.1407,13.0345,15.2778,585.5122,2996.0667,0.92,0.1104,-0.5590729392126429,-0.1188346216817956,-0.8205582132486889,0.0,0.0214,0.4085,0.5147,0.7384,0.3671,0.56,0.4705,0.086,132701,36839
ref_2_132701,2,974,4692,235.1407,13.0345,15.0239,585.5122,2996.0667,0.4737,0.3173,-0.5590729392126429,-0.1188346216817956,-0.8205582132486889,0.0,0.5879,0.8189,0.3062,0.9769,0.0634,0.8955,0.6312,0.6964,132701,36855
ref_2_132701,2,975,4692,235.1407,13.0345,16.7794,585.5122,2996.0667,0.7537,0.5419,-0.5590729392126429,-0.1188346216817956,-0.8205582132486889,0.0,0.8,0.2701,0.5049,0.5619,0.3296,0.5172,0.9472,0.0185,132701,36870
ref_2_132701,2,976,4692,235.1407,13.0345,16.7109,585.5122,2996.0667,0.8386,0.7357,-0.5590729392126429,-0.1188346216817956,-0.8205582132486889,0.0,0.1896,0.8592,0.8212,0.2815,0.0861,0.372,0.5761,0.0252,132701,36886
ref_2_132701,2,977,4692,235.1407,13.0345,16.073,585.5122,2996.0667,0.6432,0.2296,-0.5590729392126429,-0.1188346216817956,-0.8205582132486889,0.0,0.6204,0.4867,0.1455,0.7577,0.1691,0.7788,0.1149,0.1322,132701,36902
ref_2_42971,2,970,2209,241.6205,6.1364,14.9402,2544.5252,857.6426,0.1276,0.5388,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.0426,0.3597,0.1562,0.8568,0.2474,0.8068,0.9674,0.0776,42971,36792
ref_2_42971,2,971,2209,241.6205,6.1364,16.6325,2544.5252,857.6426,0.348,0.4555,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.0578,0.2619,0.3139,0.353,0.0562,0.1653,0.2074,0.506,42971,36809
ref_2_42971,2,972,2209,241.6205,6.1364,16.1871,2544.5252,857.6426,0.1308,0.4797,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.515,0.9397,0.6563,0.4347,0.2753,0.0173,0.6396,0.3853,42971,36823
ref_2_42971,2,973,2209,241.6205,6.1364,16.803,2544.5252,857.6426,0.2884,0.1147,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.8905,0.8761,0.5413,0.2924,0.1282,0.8819,0.0393,0.7007,42971,36839
ref_2_42971,2,974,2209,241.6205,6.1364,16.3645,2544.5252,857.6426,0.4498,0.818,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.1765,0.0806,0.6044,0.1342,0.2752,0.4902,0.7954,0.8682,42971,36855
ref_2_42971,2,975,2209,241.6205,6.1364,16.7741,2544.5252,857.6426,0.2279,0.9565,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.3394,0.3635,0.0648,0.8656,0.786,0.8779,0.9315,0.0201,42971,36870
ref_2_42971,2,976,2209,241.6205,6.1364,16.4749,2544.5252,857.6426,0.8777,0.867,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.4703,0.1313,0.4466,0.4579,0.4282,0.5412,0.041,0.1707,42971,36886
ref_2_42971,2,977,2209,241.6205,6.1364,16.0928,2544.5252,857.6426,0.3552,0.6594,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.1728,0.6094,0.9557,0.3641,0.2298,0.1904,0.1344,0.138,42971,36902
ref_2_42971,2,978,2209,241.6205,6.1364,15.5776,2544.5252,857.6426,0.6903,0.1231,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.1539,0.4924,0.5628,0.9278,0.1334,0.1046,0.7075,0.418,42971,36917
ref_2_42971,2,979,2209,241.6205,6.1364,15.5324,2544.5252,857.6426,0.8014,0.011,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.0754,0.1975,0.2511,0.2231,0.4068,0.1694,0.0537,0.9943,42971,36933
ref_2_42971,2,980,2209,241.6205,6.1364,15.1639,2544.5252,857.6426,0.0507,0.0185,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.1822,0.4207,0.3185,0.607,0.2914,0.0952,0.829,0.1607,42971,36949
ref_2_42971,2,981,2209,241.6205,6.1364,16.7849,2544.5252,857.6426,0.3998,0.855,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.4381,0.097,0.0509,0.7894,0.6354,0.2991,0.7352,0.4297,42971,36965
ref_2_42971,2,982,2209,241.6205,6.1364,16.094,2544.5252,857.6426,0.5339,0.0358,-0.311830771229928,-0.3587202676222703,-0.879818924387942,0.0,0.5202,0.4668,0.7511,0.456,0.692,0.5877,0.4564,0.1811,42971,36980
ref_2_39321,2,970,2093,239.3007,5.814,15.7398,1832.8519,757.3276,0.4987,0.5294,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.1747,0.8984,0.9951,0.6736,0.0661,0.3036,0.1263,0.7934,39321,36792
ref_2_39321,2,971,2093,239.3007,5.814,15.2417,1832.8519,757.3276,0.9401,0.6704,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.1967,0.359,0.9089,0.7735,0.1954,0.231,0.3231,0.3226,39321,36809
ref_2_39321,2,972,2093,239.3007,5.814,15.0421,1832.8519,757.3276,0.1086,0.3515,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.432,0.8566,0.4764,0.3571,0.1658,0.4418,0.8204,0.2093,39321,36823
ref_2_39321,2,973,2093,239.3007,5.814,14.6007,1832.8519,757.3276,0.2663,0.4126,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.2369,0.5924,0.9609,0.354,0.9711,0.4657,0.1344,0.8043,39321,36839
ref_2_39321,2,974,2093,239.3007,5.814,15.183,1832.8519,757.3276,0.8692,0.5588,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.019,0.2233,0.3408,0.8969,0.6888,0.5997,0.5917,0.3757,39321,36855
ref_2_39321,2,975,2093,239.3007,5.814,15.4579,1832.8519,757.3276,0.3068,0.8161,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.8953,0.9766,0.1583,0.1453,0.9013,0.8703,0.0773,0.8919,39321,36870
ref_2_39321,2,976,2093,239.3007,5.814,14.7573,1832.8519,757.3276,0.4568,0.2856,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.7978,0.8821,0.7363,0.6191,0.5622,0.0117,0.8527,0.6666,39321,36886
ref_2_39321,2,977,2093,239.3007,5.814,15.4914,1832.8519,757.3276,0.0075,0.0541,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.6655,0.916,0.9423,0.2783,0.2378,0.4835,0.9425,0.9457,39321,36902
ref_2_39321,2,978,2093,239.3007,5.814,15.3916,1832.8519,757.3276,0.0204,0.8008,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.4106,0.2834,0.0061,0.6947,0.835,0.114,0.1341,0.6838,39321,36917
ref_2_39321,2,979,2093,239.3007,5.814,15.199,1832.8519,757.3276,0.9316,0.4033,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.7674,0.5995,0.5063,0.6244,0.1604,0.1631,0.6911,0.101,39321,36933
ref_2_39321,2,980,2093,239.3007,5.814,15.8115,1832.8519,757.3276,0.7359,0.7763,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.5192,0.1805,0.1182,0.5285,0.5161,0.0936,0.1085,0.9318,39321,36949
ref_2_39321,2,981,2093,239.3007,5.814,14.7868,1832.8519,757.3276,0.3517,0.2378,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.5941,0.8695,0.3672,0.6411,0.9328,0.2326,0.4427,0.6791,39321,36965
ref_2_39321,2,982,2093,239.3007,5.814,14.7861,1832.8519,757.3276,0.4448,0.2088,-0.1994809580272918,0.4699476869053885,-0.859858429601518,0.0,0.4258,0.4646,0.0689,0.1634,0.8666,0.1552,0.0462,0.672,39321,36980
ref_2_40311,2,970,2095,243.2457,5.8218,15.7456,3044.7169,762.5034,0.0015,0.1378,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.1002,0.4826,0.5992,0.462,0.0371,0.2684,0.9031,0.5055,40311,36792
ref_2_40311,2,971,2095,243.2457,5.8218,15.749,3044.7169,762.5034,0.5396,0.2862,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.4523,0.0651,0.187,0.35,0.662,0.2853,0.6448,0.6949,40311,36809
ref_2_40311,2,972,2095,243.2457,5.8218,15.2884,3044.7169,762.5034,0.7525,0.5773,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.817,0.5326,0.2668,0.5932,0.7527,0.7601,0.058,0.3521,40311,36823
ref_2_40311,2,973,2095,243.2457,5.8218,16.3992,3044.7169,762.5034,0.6467,0.0557,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.5957,0.4986,0.0878,0.4047,0.2259,0.978,0.442,0.4722,40311,36839
ref_2_40311,2,974,2095,243.2457,5.8218,16.2918,3044.7169,762.5034,0.7449,0.3967,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.9195,0.7839,0.1031,0.0429,0.5306,0.9017,0.212,0.5123,40311,36855
ref_2_40311,2,975,2095,243.2457,5.8218,16.3071,3044.7169,762.5034,0.6029,0.4097,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.9901,0.9816,0.3355,0.7973,0.2251,0.0377,0.1852,0.4944,40311,36870
ref_2_40311,2,976,2095,243.2457,5.8218,16.3449,3044.7169,762.5034,0.314,0.0776,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.5698,0.6432,0.1913,0.0841,0.9373,0.9414,0.2208,0.7983,40311,36886
ref_2_40311,2,977,2095,243.2457,5.8218,15.7552,3044.7169,762.5034,0.2037,0.9069,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.4581,0.5026,0.3739,0.6373,0.019,0.4751,0.3913,0.0813,40311,36902
ref_2_40311,2,978,2095,243.2457,5.8218,15.6751,3044.7169,762.5034,0.7841,0.527,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.336,0.7013,0.9184,0.1809,0.5743,0.6171,0.1613,0.0309,40311,36917
ref_2_40311,2,979,2095,243.2457,5.8218,15.7734,3044.7169,762.5034,0.7128,0.1174,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.1272,0.9002,0.2016,0.1424,0.9595,0.1608,0.4589,0.9963,40311,36933
ref_2_40311,2,980,2095,243.2457,5.8218,16.1439,3044.7169,762.5034,0.4564,0.5439,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.683,0.4233,0.3797,0.6979,0.8746,0.5186,0.0332,0.3226,40311,36949
ref_2_40311,2,981,2095,243.2457,5.8218,16.4159,3044.7169,762.5034,0.8569,0.5083,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.5252,0.3691,0.7647,0.9709,0.9677,0.6655,0.8396,0.6514,40311,36965
ref_2_40311,2,982,2095,243.2457,5.8218,16.2419,3044.7169,762.5034,0.8494,0.0408,-0.1902480383710157,0.4079882349000093,-0.8929452861621228,0.0,0.8014,0.3788,0.9246,0.642,0.2384,0.7269,0.2421,0.4906,40311,36980
ref_2_52311,2,970,2392,243.7648,6.6468,14.8727,3201.6832,1018.9674,0.3729,0.459,0.2721579492819834,0.3483462898183046,-0.8969865734850478,0.0,0.9711,0.6118,0.1616,0.2401,0.7413,0.8047,0.6855,0.3447,52311,36792
ref_2_52311,2,971,2392,243.7648,6.6468,15.0044,3201.6832,1018.9674,0.6116,0.6192,0.2721579492819834,0.3483462898183046,-0.8969865734850478,0.0,0.2642,0.8155,0.3863,0.2103,0.7313,0.2306,0.6765,0.0499,52311,36809
ref_2_52311,2,972,2392,243.7648,6.6468,15.29,3201.6832,1018.9674,0.8195,0.0353,0.2721579492819834,0.3483462898183046,-0.8969865734850478,0.0,0.2464,0.1388,0.2388,0.7861,0.5072,0.0034,0.6056,0.1177,52311,36823
ref_2_52311,2,973,2392,243.7648,6.6468,15.0678,3201.6832,1018.9674,0.8634,0.1205,0.2721579492819834,0.3483462898183046,-0.8969865734850478,0.0,0.9464,0.6738,0.5371,0.7211,0.1035,0.2596,0.5437,0.0032,52311,36839
ref_2_52311,2,974,2392,243.7648,6.6468,15.7229,3201.6832,1018.9674,0.5139,0.1139,0.2721579492819834,0.3483462898183046,-0.8969865734850478,0.0,0.3778,0.5741,0.7105,0.9531,0.1547,0.2216,0.3051,0.8873,52311,36855
ref_2_52311,2,975,2392,243.7648,6.6468,15.6617,3201.6832,1018.9674,0.8681,0.8781,0.2721579492819834,0.3483462898183046,-0.8969865734850478,0.0,0.9757,0.6877,0.4378,0.3916,0.9743,0.4047,0.1694,0.05,52311,36870
ref_2_52311,2,976,2392,243.7648,6.6468,15.1387,3201.6832,1018.9674,0.836,0.2532,0.2721579492819834,0.3483462898183046,-0.8969865734850478,0.0,0.608,0.2871,0.8771,0.5631,0.2655,0.8883,0.0167,0.0974,52311,36886
